carpark_number,address,x_coordinate,y_coordinate,latitude,longitude,carpark_type,type_of_parking_system,short_term_parking,free_parking,night_parking,carpark_decks,gantry_height,carpark_basement
MM6,BLK 82 CIRCUIT ROAD,34318.7769,34060.4025,1.32430338130961,103.890095839099,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N
MNM,BLK 113 MCNAIR ROAD,30951.0578,33699.6625,1.32104148812866,103.859835048812,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
MNRM,BLK 108A MCNAIR ROAD,30906.0026,33644.1601,1.32053954840634,103.859430198987,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
MN1,BLKS 108/112 MCNAIR ROAD,30880.3705,33808.8344,1.32202880683043,103.859199896583,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.5,N
MN2,BLKS 119/124 MCNAIR ROAD,30565.2223,33368.7671,1.31804902208503,103.856368087033,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
MP1,BLK 1 TO 4 MARINE TERRACE,37371.0903,31905.8597,1.30481769328551,103.917521839849,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
MP1M,BLK 65A MARINE DRIVE,36529.5332,31693.5008,1.30289743914299,103.909960005577,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2,N
MP12,BLK 72 TO 76 MARINE DRIVE,36272.3984,31724.8516,1.30318103414587,103.907649541347,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
MP13,BLK 78 & 79 MARINE DRIVE,36406.0703,31559.5098,1.30168570648993,103.9088505995,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
MP14,BLK 81/82 MARINE PARADE ROAD,36194.5872,31654.4656,1.30254450913998,103.906950353924,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
MP15,BLK 83/87 MARINE PARADE ROAD,36086.4038,31669.644,1.30268180552014,103.905978281133,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
MP16,BLK 84 TO 86 MARINE PARADE ROAD,36161.9939,31592.0346,1.30197991421764,103.906657472086,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
MP17,BLK 51/59 MARINE TERRACE,37078.7559,32050.6377,1.30612710024663,103.914895123648,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
MP19,BLK 89 MARINE PARADE CTRL,36133.3286,31515.2207,1.3012852444451,103.906399881479,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,1.9,N
MP2,BLK 5 TO 8 MARINE TERRACE,37274.8789,31840.2031,1.30422394772175,103.916657316869,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
MP2M,BLK 35A MARINE CRESCENT,36854.4147,31775.1611,1.30363585436985,103.912879235862,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
MP20,BLK 86 MARINE PARADE ROAD,36109.3594,31519.7479,1.30132619308326,103.906184508669,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
MP3M,BLK 12A MARINE TERRACE,37128.3266,31854.8695,1.30435662886419,103.915340481969,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.05,N
MP4M,BLK 16A MARINE TERRACE,37001.0531,31814.983,1.30399594701081,103.91419685997,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.05,N
MP5,BLK 52/57 MARINE TERRACE,37220.0664,32048.6387,1.30610898022374,103.916164863258,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
MP5M,BLK 47A MARINE CRESCENT,36809.7582,31975.4666,1.30544735772849,103.912478033523,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
MP5S,BLK 45 MARINE CRESCENT,36819.8751,31889.6622,1.30467137083298,103.912568914247,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
MP6,BLK 50/50A/53 MARINE TERRACE,37244.1328,31980.8496,1.3054959129584,103.916381090868,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
MP6M,BLK 77A MARINE DRIVE,36343.2232,31627.1688,1.30229760708911,103.908285908204,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
MP6S,BLK 77 MARINE DRIVE,36348.9991,31605.5773,1.30210233978101,103.908337801495,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
MP7,BLK 54/55/56/58/59 MARINE TERRACE,37055.7578,31990.209,1.30558061167342,103.914688457509,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
MR3,BLK 1/2 MAUDE ROAD,30868.3965,32223.6387,1.30769285915284,103.859092156928,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
MR4,BLK 7 KING GEORGE AVENUE,30966.4004,32248.0234,1.30791337651003,103.85997277099,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
MR5,"BLK 804/805, 809 MAUDE ROAD",31057.5078,32274.7238,1.30815483660781,103.860791417079,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.5,N
MR6,BLK 8 FRENCH ROAD,31029.1022,32165.4648,1.30716673963796,103.860536168547,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
MR7,BLK 801/802 FRENCH ROAD,31013.0397,32209.1946,1.30756221805904,103.860391843597,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N
M1,BLK 85 TO 94/92A PIPIT ROAD,33911.4824,33924.4674,1.32307411449428,103.886436054904,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
M16,BLK 37 CIRCUIT ROAD,33937.7242,34516.7499,1.32843050042303,103.886671965976,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
M20,BLK 65 & 80 CIRCUIT RD,34003.7503,34423.7894,1.32758978598587,103.887265228429,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT RD,34105.2715,34051.7061,1.32422477764333,103.888177377648,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
M28,BLK 82A/83 MACPHERSON LANE,33769.1354,34814.6793,1.33112489973746,103.885157159427,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
M29,BLK 12 TO 14 MERPATI RD,33423.9102,34401.875,1.32739170881895,103.882055045201,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
M3,BLK 19 TO 21/23/24/30/32 BALAM RD,33830.3378,34765.5068,1.33068018956073,103.885707087745,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
M32,BLK 120 TO 124 PAYA LEBAR WAY,33506.0078,33840.2109,1.32231220457088,103.882792636123,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
M33,BLK 125 TO 126 ALJUNIED ROAD,33436.9727,33943.3672,1.32324512568727,103.882172337652,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
M34,BLK 81/82 MACPHERSON LANE,33822.8767,34967.5382,1.33250729063331,103.885640084126,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
M35,BLK 41 TO 42 CIRCUIT ROAD,33853.4512,34389.6627,1.32728118559384,103.885914702614,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
M36,BLK 43 CIRCUIT ROAD,33802.3661,34325.7124,1.32670285173372,103.885455663105,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
M37,BLK 38 TO 40 CIRCUIT ROAD,33818.9546,34433.4006,1.32767674212614,103.885604740211,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
M38,BLK 63 TO 64 CIRCUIT ROAD,34027.245,34375.424,1.32715238198142,103.887476331592,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
M4,BLK 22/34/36 CIRCUIT RD,34047.6106,34582.1714,1.32902212739161,103.887659368394,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
NBRM,BLK 13 NORTH BRIDGE ROAD MSCP,31304.4327,31815.6323,1.30400295001194,103.863010106615,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
NTL,BLK 601 - 605A/D TAMPINES AVE 9/ ST 61,39322.4773,38244.2282,1.3621389086432,103.935058293525,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
NT1,BLK 601 TAMPINES AVE 9,39457.9515,38139.8942,1.3611952986585,103.936275578679,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
NT2,BLK 605 TAMPINES ST 61,39463.5572,38242.0507,1.36211916195772,103.936325988787,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
NT3,BLK 609 TAMPINES NTH DR 1,39454.1027,38455.323,1.36404792110232,103.936241115739,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N
NT4,613 TAMPINES NTH DR 1,39451.0111,38606.4942,1.36541505848245,103.936213393741,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
PDC4,BLK 475 CHOA CHU KANG AVE 3,17475.2563,39985.5474,1.37788704857747,103.738745744273,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N
PDC5,BLK 533A CHOA CHU KANG ST 51,17989.9222,41499.0296,1.39157460263506,103.743369872933,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2,N
PDJ3,BLK 399 YUNG SHENG RD,15435.0187,35211.8516,1.33471472469772,103.720414743825,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.1,Y
PDJ7,BLK 762A JURONG WEST ST 75,12930.5286,36787.2543,1.34896092397513,103.697909731396,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2,N
PDL1,BLK 168 PUNGGOL FIELD,36861.9823,41783.2542,1.3941453996332,103.912950175821,BASEMENT CAR PARK,ELECTRONIC PARKING,NO,NO,NO,2,2.15,Y
PDP4,BLK 446A FAJAR ROAD,21106.05,40635.5878,1.38376685648231,103.771370906318,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
PDP5,BLK 524A JELAPANG ROAD,20527.1095,40820.3843,1.38543794619377,103.766168644656,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N
PDQ5,BLK 57 DAWSON RD,25514.1791,30563.4425,1.29267866310212,103.810982090916,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N
PDR2,BLK 258 PASIR RIS ST 21,42604.5156,38773.6442,1.36692531115211,103.96454982086,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,1.9,N
PDR6,BLK 624A ELIAS RD,40065.8952,39988.2066,1.37791050495318,103.941739102775,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2,N
PDR7,BLK 734 PASIR RIS ST 72,39453.4352,40190.3477,1.37973883937295,103.936235788178,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2,N
PDS1,BLK 118 RIVERVALE DR,35624.873,40823.859,1.38546933161947,103.901833524647,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
PDT8,BLK 866A TAMPINES ST 83,39261.5396,37495.72,1.35536970099196,103.934510446386,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y
PDW5,BLK 548 WOODLANDS DR 44,23640.69,45832.6288,1.43076750185731,103.794145768907,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
PDW7,BLK 768 WOODLANDS AVE 6,24076.3392,47457.4236,1.44546161827259,103.798060258181,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PDW8,BLK 888A WOODLANDS DR 50,23752.5835,46647.3671,1.43813571540642,103.795151114337,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
PD8W,BLK 883A WOODLANDS ST 82,23295.7544,47198.0451,1.44311577336866,103.791045973501,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
PLB1,BLK 440 PASIR RIS DRIVE 4,41971.3984,39012.3008,1.36908393705487,103.958860950752,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0,N
PL10,BLK 174 PUNGGOL FIELD,36567.6957,42059.8507,1.39664692527027,103.910305860562,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
PL11,BLK 175 PUNGGOL FIELD,36383.4393,42222.0385,1.39811374617059,103.908650216767,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
PL12,BLK 137 EDGEDALE PLAINS,36467.5455,41586.9263,1.39237000006232,103.909405793941,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
PL13,BLK 131 EDGEDALE PLAINS,36576.967,41721.609,1.39358798882294,103.910389071054,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
PL14,BLK 292 PUNGGOL CENTRAL,35982.6704,42695.5596,1.40239621087961,103.905049116685,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
PL15,BLK 171 EDGEDALE PLAINS,36821.298,41862.4746,1.39486185221037,103.912584619359,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL16,BLK 180 EDGEFIELD PLAINS,36463.3164,42276.7143,1.39860819074205,103.909367992497,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL17,BLK 642 PUNGGOL DRIVE,37244.6093,42288.7308,1.39871662410492,103.916388540569,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL18,BLK 162 PUNGGOL CENTRAL,37013.9934,41998.5248,1.39609218081008,103.914316181619,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL19,"BLK 186-188,190-192 PUNGGOL CENTRAL",36545.1733,42395.6863,1.39968410568811,103.910103577524,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2,2.15,Y
PL20,BLK 638 PUNGGOL DRIVE,37111.8432,42381.4517,1.39955519992193,103.915195559619,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL21,BLK 166 PUNGGOL CENTRAL,37141.8926,41874.4571,1.3949701181291,103.915465418461,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL22,BLK 644 PUNGGOL CENTRAL,37191.4597,42180.6537,1.39773923162584,103.915910914585,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.1,N
PL23,BLK 201 PUNGGOL FIELD,35831.2383,42404.7448,1.39976622993365,103.903688296721,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL24,BLK 178 & 193 EDGEFIELD PLAINS,36348.4338,42380.9942,1.39955129329356,103.90833570991,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2,2.15,Y
PL25,BLK 172 EDGEDALE PLAINS,36731.4595,41935.1533,1.39551915887344,103.911777371311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL26,BLK 650 PUNGGOL CENTRAL,37123.7973,42130.2229,1.39728317549096,103.915302898027,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
PL27,BLK 204 PUNGGOL FIELD,35762.7151,42260.5799,1.39846247386606,103.903072521793,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL28,BLK 194 PUNGGOL ROAD,36145.8836,42652.6976,1.40200853700462,103.906515708942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL29,BLK 633 PUNGGOL DRIVE,36897.0646,42490.1374,1.4005381803476,103.913265633963,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y
PL30,BLK 170D PUNGGOL EAST,36989.2194,41806.2447,1.39435327807143,103.914093508275,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y
PL31,BLK 301 PUNGGOL CENTRAL,36110.4866,42837.2882,1.40367791662476,103.906197689601,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,8,2.15,N
PL32,BLK 302 PUNGGOL PLACE,35933.3863,42966.5081,1.40484658335108,103.904606332854,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N
PL33,BLK 621A - 621B EDGEFIELD WALK,36521.4363,42569.3563,1.40125472034281,103.909890332363,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
PL34,BLK 603 PUNGGOL ROAD,36309.071,42857.6068,1.4038616139439,103.907982139849,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N
PL35,BLK 602 PUNGGOL CENTRAL,36232.401,42775.4525,1.40311866265982,103.907293173355,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N
PL36,BLK 305 PUNGGOL ROAD,36113.2644,43096.1637,1.40601909080962,103.906222722976,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N
PL37,BLK 614 EDGEFIELD PLAINS,36495.4409,42788.2417,1.40323424708829,103.909656806651,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,13,2.15,N
PL38,BLK 612 PUNGGOL DRIVE,36381.5675,42939.0974,1.404598563953,103.908633604238,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,12,2.15,N
PL39,BLK 267 PUNGGOL FIELD,35192.9049,42872.8244,1.40399953691554,103.897952470081,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N
PL40,BLK 270 PUNGGOL FIELD,35326.1743,42841.9622,1.40372039685237,103.899149998,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
PL41,BLK 273 PUNGGOL PLACE,35636.9282,42723.6586,1.40265042165645,103.901942347053,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL42,BLK 616 PUNGGOL DRIVE,36722.4823,42665.6779,1.40212575732849,103.911696923232,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
PL43,BLK 288 PUNGGOL PLACE,35765.2615,42620.0879,1.40171373188414,103.903095499353,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N
PL44,BLK 206A PUNGGOL PLACE,35568.6186,42304.0762,1.39885588998639,103.901328419843,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,3.8,N
PL45,BLK 169 PUNGGOL FIELD,37034.4487,41726.1275,1.39362871354162,103.91449990431,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
PL46,BLK 624 PUNGGOL CENTRAL,36714.9868,42459.2349,1.40025876508171,103.911629508053,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N
PL47,BLK 207 PUNGGOL PLACE,35522.7156,42499.8392,1.40062631094792,103.90091599505,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,7,2.15,N
PL48,BLK 271 PUNGGOL WALK,35463.4411,42762.8004,1.40300445124056,103.900383433103,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N
PL49,BLK 210 PUNGGOL PLACE,35464.3471,42355.1566,1.3993178695801,103.900391469426,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,11,2.15,N
PL50,BLK 211 PUNGGOL WALK,35358.2193,42587.4444,1.40141862277263,103.899437884189,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
PL51,BLK 213 PUNGGOL WALK,35273.4071,42431.6579,1.40000976811138,103.898675738281,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
PL52,BLK 312 SUMANG LINK,35583.2467,43557.8383,1.41019445142244,103.901460193466,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
PL53,BLK 266 PUNGGOL WAY,35221.6263,43013.9553,1.40527586598063,103.898210590805,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL54,BLK 259 PUNGGOL FIELD,34902.6149,42928.77,1.40450555957849,103.895343987705,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N
PL55,BLK 261 PUNGGOL WAY,35069.2354,43028.1349,1.40540413896826,103.896841235291,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
PL56,BLK 672 EDGEFIELD PLAINS,36726.0925,43212.3119,1.40706931279659,103.911729528573,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
PL57,BLK 665 PUNGGOL DRIVE,37055.2239,42642.9595,1.40192019786739,103.914686871114,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
PL58,663  PUNGGOL DRIVE,37289.3261,42421.1514,1.39991417279819,103.916790399242,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL59,BLK 308 PUNGGOL WALK,35282.797,43327.1927,1.40810865498725,103.898760339313,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y
PL60,BLK 670 EDGEFIELD PLAINS,36896.1695,43074.4327,1.40582233197873,103.913257770111,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N
PL61,BLK 678 PUNGGOL DRIVE,36410.0435,43106.6938,1.40611423584722,103.908889533352,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL62,BLK 256 SUMANG WALK,34923.1009,43042.4085,1.40553325975056,103.895528098579,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
PL63,BLK 677 PUNGGOL DRIVE,36486.8089,43065.2274,1.40573920641573,103.909579322222,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL64,BLK 676 PUNGGOL DRIVE,36557.4238,43015.7992,1.40529217503238,103.910213841165,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N
PL65,BLK 310 PUNGGOL WALK,35389.8621,43509.9902,1.40976178125841,103.899722456207,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N
PL66,BLK 121 EDGEDALE PLAINS,36352.1816,41721.0087,1.39358262554967,103.908369197627,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
PL67,BLK 314 PUNGGOL WAY,35143.9937,43367.4988,1.40847320350103,103.897513084704,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
PL68,BLK 217 SUMANG WALK,34935.4135,42745.609,1.40284911048043,103.895638666477,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
PL69,BLK 661 EDGEDALE PLAINS,37380.9995,42710.8525,1.40253409288731,103.91761425238,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
PL70,BLK 226 SUMANG LANE,34673.3293,42770.8483,1.40307742741419,103.893283630067,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
